node,clustering_coefficient
6714,0.0
6715,0.0
6716,0.0
6717,0.0
6718,0.1
6719,0.0
6720,0.0
6721,0.2
6722,0.0
6723,0.0
6724,0.0
6725,0.0
6726,0.0
6727,0.0
6728,0.0
6729,0.0
6730,0.0
6731,0.0
6732,0.0
6733,0.0
6734,0.0
6735,0.0
6736,0.0
6737,0.0
6738,0.06666666666666667
6739,0.0
6740,0.0
6926,0.0
6742,0.0
6743,0.0
6744,0.0
6745,0.0
6746,0.0
6747,0.0
6748,0.0
6749,0.0
6750,0.0
6751,1.0
6752,0.0
6753,0.3333333333333333
6754,0.0
6755,0.0
6756,0.0
6757,0.0
6758,0.0
6759,0.0
6760,0.06666666666666667
6761,0.0
6762,0.0
6763,0.0
6764,0.0
6765,0.0
6766,0.0
6767,0.0
6768,0.0
625,0.0
6770,0.0
6771,0.0
6772,0.0
6773,0.0
6774,0.0
6775,0.0
6776,0.16666666666666666
6777,0.07142857142857142
6778,0.0
6779,0.0
6780,0.0
6781,0.0
6782,1.0
6783,0.0
6784,0.0
6785,0.3333333333333333
6786,0.1
6787,0.16666666666666666
6788,0.0
6789,1.0
4742,0.0
6791,0.0
6792,0.0
6793,0.0
6794,0.0
6795,0.047619047619047616
6796,0.0
6797,0.1
6798,0.0
6799,0.0
6800,0.2
6936,1.0
4754,0.0
6803,0.0
6804,0.0
6805,0.0
6806,0.06666666666666667
6807,0.0
6808,0.0
6809,0.0
6810,0.13333333333333333
6811,0.06666666666666667
6812,0.0
6813,0.0
6814,0.0
6815,0.0
6816,0.16666666666666666
6817,0.0
6818,0.0
6939,0.0
6820,0.3333333333333333
6821,0.3333333333333333
6822,0.0
6823,0.0
2728,0.0
6825,0.0
6826,0.1
6827,0.0
6828,0.1
6829,0.0
6830,0.0
6831,0.0
6832,0.0
6833,0.3333333333333333
6834,0.0
4787,0.0
6836,1.0
6837,0.0
6838,0.16666666666666666
6839,0.0
6840,0.0
6841,0.0
6842,0.0
6843,0.0
6844,0.0
6845,0.0
6846,1.0
6847,0.0
6848,0.0
6849,0.0
6851,1.0
6852,0.1
6853,0.0
6854,0.0
6855,0.0
6856,1.0
6857,0.0
6858,0.0
6859,0.0
6860,0.0
6861,0.09523809523809523
6862,0.0
6863,0.0
6864,0.0
6865,0.0
6866,0.0
6867,0.0
6869,1.0
6870,0.0
6871,0.0
6872,0.0
6873,1.0
6874,0.3333333333333333
6875,0.0
6876,0.0
6877,0.1
6878,0.0
6879,0.0
6880,1.0
6882,0.3333333333333333
6883,0.0
6884,0.1
6885,0.0
4838,0.0
6887,0.16666666666666666
4840,0.0
4841,0.0
6891,0.0
4844,0.0
6893,0.3333333333333333
6894,0.0
6895,0.0
6896,0.0
6897,0.0
6898,0.0
6899,0.0
6900,0.0
6901,0.1
6902,0.0
6903,0.0
6904,0.0
6905,0.0
6906,0.0
6907,0.0
6908,0.3333333333333333
6909,0.0
6910,0.0
6911,0.3333333333333333
6912,0.0
6913,0.0
6914,0.0
6915,0.0
6916,0.16666666666666666
6917,0.0
6918,0.0
6919,0.0
6921,0.0
6922,0.0
6923,0.0
6924,0.06666666666666667
4878,0.0
6927,0.0
6928,0.0
6929,1.0
6930,1.0
6931,0.0
6932,0.10714285714285714
6933,0.0
6934,0.0
6935,0.07142857142857142
792,0.0
6937,0.0
6938,0.0
2843,0.0
6940,0.0
6941,1.0
6942,0.0
6943,0.3333333333333333
6944,1.0
6945,0.0
6946,0.0
803,0.0
6948,0.0
6949,0.0
6950,0.0
6951,0.047619047619047616
6952,0.0
6953,0.0
6954,0.0
6955,0.0
6956,0.0
6958,0.0
6959,0.0
6960,0.0
6961,0.0
6962,0.0
6963,0.0
6965,0.0
6966,0.0
6967,0.0
6968,1.0
6969,0.0
2874,0.0
6971,0.0
6972,0.3333333333333333
6973,0.0
6974,0.0
6975,0.0
6976,0.0
6977,0.0
6978,0.0
6979,0.0
2884,0.0
6981,0.0
6982,0.030303030303030304
6983,0.0
6984,0.1
841,0.0
6986,0.3333333333333333
6987,0.0
6988,0.0
6989,0.0
6993,0.0
6994,0.0
6995,0.0
4520,0.0
6997,0.0
6998,0.0
6999,0.0
7002,0.0
7003,0.0
7004,0.0
6970,0.06666666666666667
7006,0.0
2533,0.0
7008,0.0
7009,0.0
7010,0.0
7011,0.0
7012,0.0
7013,0.0
7014,0.1
7015,0.0
7016,0.0
7017,0.0
2922,0.0
2923,0.0
7021,0.0
7022,0.0
7023,0.0
7024,0.0
7025,0.0
7026,0.0
7027,0.0
7028,0.0
7029,0.0
7030,0.0
7031,0.0
7033,0.0
7034,0.0
7035,0.047619047619047616
7036,0.0
7037,0.0
7038,0.0
7039,0.0
7040,0.0
7041,0.0
7042,0.0
7043,0.0
7044,0.0
7045,0.0
7047,1.0
7048,0.0
7049,0.0
7051,0.0
7052,0.0
7053,0.01818181818181818
7054,0.0
7055,0.0
7056,1.0
7057,0.0
7058,0.0
7059,0.06666666666666667
7060,0.0
7061,0.047619047619047616
7062,0.0
7063,0.047619047619047616
7064,0.3333333333333333
7065,0.0
7066,0.0
7067,0.0
7068,0.0
7069,0.09523809523809523
7070,0.0
7071,0.0
7072,0.0
929,0.3333333333333333
7074,0.0
7075,0.0
7078,0.1
7079,0.06666666666666667
7080,0.0
7081,0.0
7082,0.0
7083,0.0
7084,0.0
7085,0.0
7086,0.0
7087,0.05454545454545454
7088,0.0
7089,0.0
7090,0.0
7091,0.0
7092,0.0
7093,0.0
7094,0.0
6985,0.0
7096,0.0
7097,0.0
7099,0.0
7100,0.06666666666666667
7101,0.03571428571428571
7102,0.0
6645,0.0
7104,0.0
7105,0.3333333333333333
7106,0.0
7107,0.1
7108,0.0
7109,0.0
7110,1.0
7111,0.16666666666666666
3016,0.0
7113,0.027777777777777776
7114,0.0
6647,0.0
7116,0.0
7117,0.16666666666666666
7118,0.3333333333333333
7119,0.0
7120,0.0
7121,0.0
5074,0.0
7123,0.16666666666666666
7124,1.0
7125,0.0
7126,0.0
7127,0.0
7128,0.0
7129,0.0
7130,0.16666666666666666
7131,0.3333333333333333
7132,0.0
7133,0.047619047619047616
7134,0.0
7135,0.0
7136,0.0
7137,0.1
7138,0.0
7139,0.0
7140,0.0
7141,0.0
7142,0.0
7143,0.0
7144,0.0
7145,0.0
7146,0.0
7147,0.0
7148,0.0
7149,0.0
7150,0.0
7151,0.0
7152,0.0
7153,0.0
7154,0.0
7155,0.0
7156,0.0
7157,0.0
7158,0.0
7159,0.0
6996,0.0
7162,0.0
7163,0.0
7164,0.0
7165,0.0
7166,0.0
7167,0.0
7168,0.0
7169,0.0
7170,0.0
7171,0.1
7174,0.0
7175,0.0
7176,0.0
7177,0.0
7178,0.0
7179,0.0
7180,0.0
7181,0.0
7182,0.0
7183,0.0
7184,0.0
7185,0.0
7186,1.0
5139,0.0
7188,0.0
7189,0.0
1046,0.0
7192,0.16666666666666666
7193,0.0
7194,0.16666666666666666
7195,0.0
7196,0.0
7197,0.3333333333333333
7198,0.0
7199,0.6666666666666666
7200,0.0
7201,0.0
7202,0.0
7203,0.0
7204,0.1
7205,0.0
7206,0.0
177,0.0
7005,0.0
3125,0.0
7007,0.0
6668,0.0
4674,0.0
1109,0.0
5211,0.0
1125,0.0
5223,0.0
5224,0.0
5247,0.0
537,0.0
1176,0.0
3225,0.0
3232,0.0
5282,0.0
4745,0.3333333333333333
1199,0.0
1202,0.0
5313,0.0
887,0.3333333333333333
2564,0.0
1238,0.0
6692,0.0
3292,0.3333333333333333
6694,0.0
1256,0.0
5354,0.0
5355,0.0
4989,0.0
5363,0.0
5370,0.0
5371,0.0
5375,0.0
3328,0.0
5380,0.0
4994,0.0
4612,0.0
1308,0.0
3931,0.0
3373,0.0
1347,0.0
3407,0.0
5460,0.0
5471,0.0
1383,0.0
7115,0.0
3438,0.0
3440,0.0
5498,0.0
5506,0.0
5513,0.0
5517,0.0
3478,0.0
1437,0.3333333333333333
2973,0.0
1267,0.0
5556,0.0
3509,0.0
3510,0.0
1466,0.0
3515,0.0
5567,0.0
7073,0.0
5571,0.0
2845,0.0
2977,0.0
5596,0.0
3549,0.0
5598,0.0
5599,0.0
5606,0.0
5609,0.0
5612,0.0
3566,0.0
5622,0.0
5623,0.0
5624,0.0
5625,0.0
6741,0.0
1545,0.0
1570,0.0
1599,0.0
5699,0.6666666666666666
7095,0.0
5710,0.0
5719,1.0
5723,0.0
1633,0.0
3688,0.0
1642,0.0
5752,0.0
7103,0.0
4032,0.0
3715,0.0
3716,0.0
5772,1.0
3725,0.0
5776,0.6666666666666666
1690,0.0
3750,0.0
6769,0.0
3753,0.0
6087,0.0
7112,0.0
3778,0.0
1731,0.0
3020,0.0
1740,0.3333333333333333
3791,0.0
3796,0.0
5073,0.3333333333333333
1772,0.0
7122,0.0
5078,1.0
2351,0.3333333333333333
6790,0.0
3878,0.0
5930,0.0
647,0.0
5943,0.0
3898,0.3333333333333333
6980,0.0
2698,0.0
4904,0.0
3924,0.0
1883,0.0
997,0.0
3936,0.0
6801,0.09523809523809523
6802,0.0
3952,0.0
3959,0.0
1915,0.3333333333333333
663,0.0
664,0.0
1942,0.0
3993,0.0
4000,0.0
4006,0.0
3057,0.0
4016,0.0
6073,0.0
6080,0.0
1991,0.0
4042,0.0
6092,0.0
6093,0.0
6886,0.16666666666666666
6819,0.13333333333333333
7161,0.0
676,0.0
6124,0.0
6125,0.0
3069,0.3333333333333333
6824,0.16666666666666666
1705,0.0
4090,0.0
6142,0.0
