node,clustering_coefficient
52409,0.3333333333333333
52411,0.0
52413,0.0
52415,0.3333333333333333
52420,0.0
19653,0.3333333333333333
19654,0.0
53793,0.0
19665,0.0
52435,0.0
52440,0.0
52443,0.0
52444,0.0
52445,0.0
52450,0.0
52451,0.0
52452,0.0
52453,0.0
52458,0.3333333333333333
52464,0.0
52465,0.0
52469,0.0
52473,0.0
55167,0.0
52476,0.3333333333333333
52477,0.3333333333333333
52479,0.0
52480,0.0
52482,0.0
19716,0.0
52486,0.0
52488,0.0
52495,0.0
52503,0.0
52504,0.0
52507,0.0
52509,0.0
52510,0.0
52512,0.0
52514,0.0
52517,0.0
52518,0.0
52519,0.0
52520,0.0
52521,0.0
52523,0.0
52524,0.3333333333333333
52525,0.0
52526,0.3333333333333333
52532,0.0
52533,0.0
77111,0.0
77116,0.0
52543,0.0
52544,0.16666666666666666
52545,0.3333333333333333
52548,0.3333333333333333
52551,0.0
52554,0.0
52555,0.0
52556,0.0
52557,0.0
52560,0.0
52562,0.3333333333333333
52563,0.3333333333333333
52564,0.0
52565,0.0
52566,0.0
52567,0.6666666666666666
52568,0.3333333333333333
52569,0.0
52570,0.0
52571,0.0
52572,0.0
52573,0.0
52577,1.0
60770,0.0
52579,0.0
52580,0.0
52581,0.0
52582,0.0
52583,0.0
52584,0.0
52588,0.0
52590,0.0
77176,0.0
52601,0.3333333333333333
52602,0.3333333333333333
52603,0.0
52604,0.0
52605,0.0
52606,0.0
52607,0.0
52608,0.0
16960,0.0
77187,0.0
52614,0.0
21057,0.0
52617,0.3333333333333333
52619,0.3333333333333333
52621,0.0
52622,0.3333333333333333
52623,0.3333333333333333
19856,0.0
44433,0.0
52626,0.0
52627,0.6666666666666666
52629,0.0
77207,0.0
19864,0.0
52633,0.0
52634,0.3333333333333333
52635,0.0
52636,0.0
52637,0.0
52638,0.0
52645,0.0
19881,0.0
52655,0.0
52657,0.0
52661,0.3333333333333333
52662,0.3333333333333333
52663,0.3333333333333333
52665,0.0
52667,0.0
19901,0.0
52670,0.0
52671,0.0
52672,0.0
52676,0.0
77260,0.0
55202,0.0
36306,0.0
36307,0.0
52692,0.0
52693,0.0
36310,0.0
18340,0.0
52699,0.0
52701,0.0
52706,0.0
77286,0.0
52711,0.0
52726,0.0
52733,0.0
52734,0.0
52741,0.0
52743,0.0
52744,0.0
52748,0.3333333333333333
52753,0.0
52755,0.0
52759,0.0
52762,0.0
77346,0.0
52778,0.0
52779,0.0
52780,0.0
77360,0.0
52788,0.0
52799,0.0
52800,0.0
52801,0.0
52802,0.0
52803,0.0
52808,0.0
20043,0.0
52813,0.3333333333333333
52814,0.16666666666666666
52816,0.0
52817,0.0
52818,0.3333333333333333
52819,0.6666666666666666
52820,0.3333333333333333
52821,0.0
36438,0.0
52823,0.0
69209,0.0
36442,0.0
52842,0.0
52843,0.0
52853,0.0
52861,0.0
52863,0.0
52864,0.0
52865,0.0
77444,1.0
52870,0.0
52876,0.0
52877,0.0
52891,0.0
52897,0.0
52898,0.0
52899,0.0
52900,0.0
52901,0.0
52902,0.0
52903,0.0
52904,0.0
52905,0.0
52912,0.0
75720,0.0
52919,0.3333333333333333
28344,0.0
52931,0.0
52943,0.0
3792,0.0
20177,0.0
52947,0.0
52949,0.0
52950,0.0
52962,0.0
52966,0.0
52970,0.0
52971,0.0
52976,0.0
52977,0.3333333333333333
61171,0.0
53886,0.0
52986,0.0
52987,0.0
52991,0.0
75734,1.0
20241,0.0
53013,0.0
53014,0.0
53016,0.0
77599,0.0
53027,0.0
53029,0.0
53032,0.0
53034,0.0
53035,0.0
53037,0.0
53054,0.0
53056,0.0
53058,0.0
53067,0.0
53071,0.0
20306,0.0
53084,0.0
20320,0.0
53089,0.6666666666666666
53090,0.3333333333333333
53091,0.3333333333333333
53092,0.3333333333333333
53094,0.3333333333333333
20328,0.0
23869,0.0
53104,0.0
53105,0.0
53106,0.0
53117,0.3333333333333333
78485,0.0
32065,0.0
53129,0.0
4224,0.0
20364,0.0
28560,0.3333333333333333
53138,0.0
77715,0.0
53144,0.0
53145,0.0
53146,0.0
53153,0.0
53154,0.0
53157,0.0
53159,0.0
53163,0.0
53164,0.0
53165,0.0
53166,0.0
53167,0.0
77751,0.0
20409,0.0
53180,0.0
53181,0.0
53183,0.0
28613,0.16666666666666666
53190,0.0
20425,0.0
53196,0.0
77775,0.0
28636,0.0
28637,0.0
20450,0.0
53220,0.1
53221,0.0
77801,0.0
20460,0.16666666666666666
19794,0.0
77809,0.0
53234,0.0
53241,0.0
53242,0.3333333333333333
53243,0.0
53244,0.0
53246,0.0
53247,0.0
53264,0.0
28692,0.0
53272,0.3333333333333333
53275,0.0
77852,0.0
79517,0.0
53282,0.0
20522,0.0
77869,0.0
20528,0.0
20051,0.16666666666666666
77882,0.0
53311,0.3333333333333333
53312,1.0
53315,0.3333333333333333
53317,0.0
20550,0.0
53319,0.0
77898,0.0
52578,0.3333333333333333
3427,0.0
20564,0.0
20565,0.0
53339,0.3333333333333333
53340,0.0
53947,0.0
53354,0.0
20592,0.0
53364,0.0
53372,0.0
53373,0.0
20607,0.16666666666666666
53376,0.0
53379,0.0
20619,0.0
61583,0.0
61586,0.0
20627,0.0
53396,0.0
20629,0.0
53407,0.3333333333333333
53408,0.3333333333333333
53409,0.3333333333333333
53410,0.3333333333333333
53411,0.3333333333333333
53412,0.0
53413,0.0
53435,0.0
53437,0.0
53441,0.0
53443,0.0
78021,0.0
78037,0.0
78038,0.0
61655,0.0
78044,0.0
28905,0.0
53500,0.0
53501,0.3333333333333333
53502,0.0
53503,0.0
61700,0.0
61702,0.3333333333333333
61703,0.3333333333333333
75820,0.0
53514,0.16666666666666666
53515,0.3333333333333333
53516,0.0
53520,0.0
53525,0.0
53526,0.0
20759,0.0
53528,0.0
53533,0.0
53535,0.0
20780,0.0
53557,0.0
55350,0.0
53582,0.0
29007,1.0
53595,0.0
53608,0.0
53612,0.3333333333333333
53615,0.0
53633,0.3333333333333333
53640,0.3333333333333333
53641,0.0
29066,0.0
53643,0.0
53644,0.0
53645,0.0
53650,0.0
53653,0.0
53656,0.0
53661,0.0
55365,0.6666666666666666
53664,0.3333333333333333
53669,0.0
53671,0.0
78264,0.0
78265,0.0
53691,0.3333333333333333
77894,0.0
78275,0.0
53701,0.0
53705,0.0
53706,0.3333333333333333
53707,0.3333333333333333
53718,0.0
53724,0.0
53727,0.0
53728,0.3333333333333333
53732,0.0
53735,0.0
53742,0.0
53743,0.0
53744,0.0
53745,0.0
53746,0.0
53747,0.0
53751,0.0
53752,0.0
78332,0.0
53764,0.3333333333333333
53777,0.0
53780,0.0
53781,0.3333333333333333
53782,0.3333333333333333
53783,0.3333333333333333
53784,0.3333333333333333
78369,0.0
53808,0.0
53813,0.0
53818,0.0
21258,0.0
53824,0.0
53825,0.0
53828,0.0
53833,0.0
53834,0.0
53852,0.3333333333333333
53853,0.3333333333333333
53854,0.3333333333333333
53859,0.0
53868,0.0
78462,0.0
53887,0.0
53888,0.0
53889,0.0
53899,0.0
45717,0.0
53923,0.6666666666666666
53924,0.3333333333333333
78509,0.0
53934,0.0
21175,0.0
53946,0.0
78523,1.0
53968,0.0
53976,0.0
53984,0.0
53987,0.0
53988,0.0
53989,0.0
53990,0.0
19922,0.0
53998,0.0
53999,0.3333333333333333
54000,0.3333333333333333
54001,0.0
54002,0.0
54012,0.0
17194,0.0
54015,0.6666666666666666
54016,0.3333333333333333
54017,0.3333333333333333
54018,0.3333333333333333
54019,0.6666666666666666
54021,0.0
54023,0.0
54024,0.0
54025,0.3333333333333333
54026,0.3333333333333333
54027,0.3333333333333333
29453,0.0
29454,0.0
54036,0.0
54037,0.0
54038,0.0
78619,0.0
54056,0.0
54057,0.3333333333333333
54058,0.3333333333333333
54077,0.0
54080,0.0
78666,0.0
54099,0.0
54100,0.0
54101,0.0
29542,0.0
29543,0.0
78706,0.0
51347,0.0
17214,0.0
78710,0.0
78711,0.0
54137,0.0
78717,0.6666666666666666
78720,0.0
78722,0.0
62346,0.3333333333333333
54179,0.0
54180,0.0
54186,0.0
54193,0.0
54194,0.3333333333333333
78777,0.0
54206,0.0
54207,0.0
54213,0.3333333333333333
54214,0.3333333333333333
54216,0.3333333333333333
54217,0.0
78795,0.0
21465,0.0
78817,0.0
54242,0.3333333333333333
29671,0.0
62442,0.3333333333333333
62443,0.3333333333333333
78675,0.0
54260,0.0
54263,1.0
29689,0.0
54266,0.0
78850,0.0
54280,0.3333333333333333
54281,0.0
54283,0.3333333333333333
21516,0.0
54300,0.0
66395,0.0
54316,0.0
54318,0.0
54321,0.0
21556,0.0
58208,0.0
54338,0.0
78916,0.0
78918,0.0
54346,0.0
21579,0.0
54350,0.0
78927,0.0
54355,0.0
54357,0.3333333333333333
54358,0.3333333333333333
54360,0.0
54364,0.0
75963,0.0
54118,0.0
78952,0.0
54389,0.0
78968,0.0
54393,0.0
54394,0.0
54403,0.3333333333333333
54411,0.3333333333333333
54412,0.3333333333333333
54413,0.3333333333333333
54416,0.0
54421,0.0
54423,0.0
79009,0.0
70821,0.3333333333333333
54445,0.0
54446,0.0
29874,0.0
54452,0.0
54453,0.0
54454,0.0
54464,0.0
54465,0.0
54466,0.0
54467,0.0
54468,0.0
54469,0.0
54472,1.0
54483,0.0
54484,0.0
54485,0.0
54488,0.0
54499,0.0
46314,0.0
62700,0.0
54512,0.0
54516,0.0
79102,0.0
54528,0.0
54529,0.0
62724,0.0
54533,0.0
54534,0.0
54535,0.3333333333333333
54536,0.3333333333333333
79113,0.0
54538,0.0
54540,0.0
54541,0.0
54543,0.0
54547,0.3333333333333333
54548,0.3333333333333333
54549,0.3333333333333333
54551,0.0
79128,0.0
54553,0.0
54556,0.0
54560,0.0
54561,0.0
54563,0.3333333333333333
54564,0.3333333333333333
54565,0.0
54566,0.0
54568,0.0
54569,1.0
54574,0.0
54575,0.0
54577,0.0
54578,0.3333333333333333
54579,0.3333333333333333
54580,0.6666666666666666
54584,0.0
54586,0.0
30013,0.0
54590,0.0
54593,0.0
54595,0.0
54600,0.3333333333333333
54603,0.0
54604,0.0
54605,0.0
54608,0.6666666666666666
54611,0.16666666666666666
54612,0.0
54613,0.0
54614,0.3333333333333333
54615,0.0
54616,0.0
54617,0.0
54618,0.0
54619,0.0
54620,0.0
54622,0.0
54623,0.0
54637,0.3333333333333333
54659,0.0
54663,0.0
46472,0.0
80108,0.6666666666666666
79282,0.0
21949,0.0
79297,0.0
54724,0.0
79305,0.0
54734,0.0
79317,0.0
54746,0.0
54761,0.0
54763,0.0
58280,0.3333333333333333
38386,0.0
22003,0.1
62967,0.0
62968,0.0
62969,0.0
79354,0.0
54779,0.0
79356,0.0
54781,0.0
54784,0.0
22024,0.0
54805,0.0
79387,0.0
54812,0.0
22047,0.0
54816,0.0
79400,0.0
79401,0.0
54845,0.0
54846,0.0
58293,0.0
54866,0.0
79444,0.0
54880,0.0
54889,0.0
54890,0.0
54892,0.0
54893,0.0
54894,0.0
54908,0.0
79485,0.0
54918,0.0
79502,0.0
54935,0.0
54941,0.0
54951,0.0
54953,0.0
54956,0.0
79537,0.0
54962,0.0
54963,0.0
18197,0.0
30399,0.0
54976,0.0
55019,0.0
55024,0.0
55026,0.0
55029,0.0
55030,0.3333333333333333
55048,0.0
55049,0.0
55050,0.3333333333333333
5919,0.0
55088,0.3333333333333333
55089,0.3333333333333333
55095,0.0
55102,0.0
33760,0.0
55107,0.0
55120,0.0
58339,0.0
71509,0.0
22360,0.0
55132,0.0
22375,0.3333333333333333
55153,0.3333333333333333
79732,0.0
55160,0.0
55161,0.0
55164,0.0
55165,0.0
55166,0.0
79743,0.0
55168,0.0
55169,0.3333333333333333
79755,0.0
14224,0.0
55200,0.0
55201,0.0
79778,0.0
79779,0.0
79781,0.0
55216,0.0
54259,0.0
55246,0.0
55247,0.0
55248,0.0
55250,0.0
55251,0.0
55252,0.0
55253,0.0
55254,0.0
55256,0.0
55258,1.0
79836,0.0
55261,0.0
55262,0.0
55269,0.0
55275,0.0
55280,0.3333333333333333
55282,0.0
55283,0.0
55284,0.0
55286,0.3333333333333333
79868,0.0
79872,0.0
79873,0.0
55301,0.0
79884,0.0
63504,0.0
55319,0.3333333333333333
79896,0.0
55321,0.0
55322,0.0
55325,0.3333333333333333
55326,0.0
55327,0.3333333333333333
55328,0.0
55329,0.0
55332,0.0
55333,0.0
55334,0.0
55340,0.3333333333333333
55341,0.3333333333333333
55342,0.6666666666666666
55346,0.0
55347,0.0
55349,0.0
30774,0.0
55351,0.0
55352,0.0
55364,0.3333333333333333
79941,0.0
55368,0.3333333333333333
22607,0.0
55383,0.0
55397,0.0
55399,0.0
55407,0.0
55432,0.3333333333333333
55442,0.0
55443,0.0
55444,0.0
55452,0.0
55491,0.3333333333333333
55492,0.0
55493,0.0
55494,0.0
55495,0.3333333333333333
55501,0.0
55503,0.0
55505,0.0
55506,0.0
55507,0.0
55508,0.0
55509,0.0
55510,0.0
55524,0.0
55531,0.3333333333333333
55532,0.0
55552,0.0
55560,0.0
80139,0.3333333333333333
55567,0.0
80150,0.0
55579,0.0
55580,0.0
55581,0.0
55584,0.0
55585,0.0
55586,0.0
47403,0.0
55622,0.0
55681,0.0
55683,0.0
22916,0.0
54337,0.0
55692,0.0
22928,0.0
55697,0.0
55699,0.0
55707,0.0
55730,0.3333333333333333
55741,0.0
55742,0.0
55750,0.0
55761,0.0
55764,0.0
22999,0.0
55794,0.0
55797,0.0
55798,0.0
55799,0.5
55801,0.3333333333333333
55802,0.3333333333333333
14843,0.0
55804,0.6666666666666666
55805,0.3333333333333333
55806,0.6666666666666666
55807,0.3333333333333333
55808,0.3333333333333333
54778,0.0
55815,0.0
58455,0.0
72216,0.0
23071,0.0
55841,0.0
55842,0.0
55843,0.3333333333333333
16317,0.0
55850,0.0
55866,0.6666666666666666
55867,0.6666666666666666
55868,0.0
55870,0.0
55880,1.0
39498,0.0
39499,0.0
55884,0.3333333333333333
55885,0.3333333333333333
55886,1.0
55891,0.0
55892,0.0
55894,0.0
55899,0.0
23134,0.0
77585,0.0
6767,0.0
55924,0.3333333333333333
55925,0.0
6774,0.0
55928,0.3333333333333333
55943,1.0
6798,0.0
55951,0.0
55961,0.0
55962,0.0
55963,0.3333333333333333
55964,0.3333333333333333
16154,0.0
55982,0.0
55984,0.0
55985,0.0
55987,0.0
77971,0.0
56013,0.0
56017,0.0
56024,0.0
56026,0.0
56031,0.0
39654,0.0
64238,0.0
64239,0.0
56056,0.0
77610,0.0
62970,0.0
56085,0.3333333333333333
15141,0.0
23370,0.0
16185,0.16666666666666666
56154,0.0
7004,0.0
56192,0.6666666666666666
56193,0.6666666666666666
23427,0.0
56198,0.3333333333333333
56201,0.5
23439,0.0
52609,0.0
56243,0.0
56246,0.0
56248,0.0
56249,0.0
56257,0.0
56294,0.0
56295,0.0
56297,0.0
56298,0.0
23576,0.0
23676,0.0
64639,0.0
64640,0.0
56506,0.3333333333333333
64699,0.0
23776,0.0
56561,0.0
53119,0.3333333333333333
17622,0.0
54532,0.0
56617,0.3333333333333333
56625,0.0
56626,0.0
32061,0.0
23873,0.0
23883,0.0
56660,0.0
56661,0.0
53139,0.0
56707,0.3333333333333333
23960,0.0
56768,0.0
6734,0.0
56795,0.0
56809,1.0
53175,0.0
57257,0.0
24089,0.0
52631,0.3333333333333333
54537,0.3333333333333333
56888,0.0
24129,0.0
20407,0.14285714285714285
53177,0.0
57275,0.0
51814,0.3333333333333333
56936,0.0
56938,0.3333333333333333
56939,0.0
7791,0.0
76392,0.0
76393,0.0
56958,0.0
56965,0.0
56966,0.0
56967,0.16666666666666666
56968,0.3333333333333333
56969,0.3333333333333333
24202,0.0
29975,0.0
16328,0.0
68211,0.3333333333333333
16329,0.0
23156,0.0
24263,0.0
57033,0.6666666666666666
16079,0.0
16087,0.0
16092,0.0
16096,0.0
16100,0.0
16104,0.0
16109,0.0
16111,0.0
16112,0.3333333333333333
16113,0.0
16115,0.0
16116,0.0
16118,0.0
16119,0.0
16124,0.0
16126,0.0
16133,0.3333333333333333
16134,0.0
16136,0.0
16137,0.0
16138,0.0
57099,0.0
20996,0.0
16148,0.14285714285714285
24346,0.0
24347,0.0
16158,0.0
57120,0.0
57121,0.0
32547,0.0
16165,0.0
16167,0.0
16168,0.0
20444,0.16666666666666666
24365,0.047619047619047616
24366,0.3333333333333333
